date,volume,close,open,low,high,adjclose,dividends,splits
2010-01-04,493729600,7.643214225769043,7.622499942779541,7.585000038146973,7.660714149475098,6.604801177978516,0.0,0.0
2010-01-05,601904800,7.656428337097168,7.664285659790039,7.6160712242126465,7.699642658233643,6.6162190437316895,0.0,0.0
2010-01-06,552160000,7.534642696380615,7.656428337097168,7.526785850524902,7.686785697937012,6.510980129241943,0.0,0.0
2010-01-07,477131200,7.520714282989502,7.5625,7.466071605682373,7.5714287757873535,6.4989447593688965,0.0,0.0
2010-01-08,447610800,7.570714473724365,7.510714054107666,7.466428756713867,7.5714287757873535,6.542150497436523,0.0,0.0
2010-01-11,462229600,7.5039286613464355,7.599999904632568,7.444643020629883,7.607142925262451,6.484439373016357,0.0,0.0
2010-01-12,594459600,7.418571472167969,7.471071243286133,7.372142791748047,7.491785526275635,6.410678863525391,0.0,0.0
2010-01-13,605892000,7.523214340209961,7.423928737640381,7.289285659790039,7.533214092254639,6.501104354858398,0.0,0.0
2010-01-14,432894000,7.479642868041992,7.5039286613464355,7.465000152587891,7.516428470611572,6.463451385498047,0.0,0.0
2010-01-15,594067600,7.354642868041992,7.533214092254639,7.352499961853027,7.557142734527588,6.355435848236084,0.0,0.0
2010-01-19,730007600,7.679999828338623,7.440357208251953,7.401428699493408,7.685357093811035,6.636589527130127,0.0,0.0
2010-01-20,612152800,7.561785697937012,7.675357341766357,7.482142925262451,7.698214054107666,6.534435272216797,0.0,0.0
2010-01-21,608154400,7.4310712814331055,7.574285507202148,7.400357246398926,7.618214130401611,6.421480178833008,0.0,0.0
2010-01-22,881767600,7.0625,7.385000228881836,7.041428565979004,7.410714149475098,6.102982997894287,0.0,0.0
2010-01-25,1065699600,7.252500057220459,7.232500076293945,7.1496429443359375,7.310714244842529,6.267168998718262,0.0,0.0
2010-01-26,1867110000,7.355000019073486,7.3553571701049805,7.235000133514404,7.632500171661377,6.355742931365967,0.0,0.0
2010-01-27,1722568400,7.424285888671875,7.387499809265137,7.126071453094482,7.520714282989502,6.415616989135742,0.0,0.0
2010-01-28,1173502400,7.117499828338623,7.3189287185668945,7.096428394317627,7.339285850524902,6.150510311126709,0.0,0.0
2010-01-29,1245952400,6.859285831451416,7.1814284324646,6.794642925262451,7.221428394317627,5.927377223968506,0.0,0.0
2010-02-01,749876400,6.9546427726745605,6.870357036590576,6.8321428298950195,7.0,6.00977897644043,0.0,0.0
2010-02-02,698342400,6.994999885559082,6.996785640716553,6.906428337097168,7.011428356170654,6.044654846191406,0.0,0.0
2010-02-03,615328000,7.115356922149658,6.9703569412231445,6.9435715675354,7.150000095367432,6.1486592292785645,0.0,0.0
2010-02-04,757652000,6.858928680419922,7.026071548461914,6.841785907745361,7.0846428871154785,5.9270710945129395,0.0,0.0
2010-02-05,850306800,6.980714321136475,6.879642963409424,6.816071510314941,7.0,6.032309532165527,0.0,0.0
2010-02-08,478270800,6.932857036590576,6.98892879486084,6.9285712242126465,7.067142963409424,5.99095344543457,0.0,0.0
2010-02-09,632886800,7.006785869598389,7.014999866485596,6.955357074737549,7.0535712242126465,6.05483865737915,0.0,0.0
2010-02-10,370361600,6.968571662902832,6.9960713386535645,6.937857151031494,7.02142858505249,6.021814346313477,0.0,0.0
2010-02-11,550345600,7.0953569412231445,6.960000038146973,6.930714130401611,7.1339287757873535,6.13137674331665,0.0,0.0
2010-02-12,655468800,7.156428337097168,7.075356960296631,6.982142925262451,7.201428413391113,6.184148788452148,0.0,0.0
2010-02-16,543737600,7.264285564422607,7.2121429443359375,7.197143077850342,7.2746429443359375,6.277353286743164,0.0,0.0
2010-02-17,436396800,7.233928680419922,7.292500019073486,7.173571586608887,7.296785831451416,6.2511210441589355,0.0,0.0
2010-02-18,422825200,7.247499942779541,7.201071262359619,7.175714492797852,7.281785488128662,6.262847423553467,0.0,0.0
2010-02-19,415469600,7.202499866485596,7.209285736083984,7.182499885559082,7.257143020629883,6.223962306976318,0.0,0.0
2010-02-22,390563600,7.1578569412231445,7.226428508758545,7.11392879486084,7.232142925262451,6.185385704040527,0.0,0.0
2010-02-23,575094800,7.0378570556640625,7.142857074737549,6.98964262008667,7.190357208251953,6.0816874504089355,0.0,0.0
2010-02-24,460566400,7.166428565979004,7.0796427726745605,7.065714359283447,7.194285869598389,6.19279146194458,0.0,0.0
2010-02-25,665126000,7.214285850524902,7.049285888671875,7.031785488128662,7.244999885559082,6.234147071838379,0.0,0.0
2010-02-26,507460800,7.307857036590576,7.2278571128845215,7.214285850524902,7.327499866485596,6.315006256103516,0.0,0.0
2010-03-01,550093600,7.463928699493408,7.348214149475098,7.337500095367432,7.482142925262451,6.449872970581055,0.0,0.0
2010-03-02,566546400,7.45892858505249,7.497499942779541,7.419285774230957,7.5296430587768555,6.445551872253418,0.0,0.0
2010-03-03,372052800,7.476071357727051,7.4621429443359375,7.42642879486084,7.495357036590576,6.4603657722473145,0.0,0.0
2010-03-04,366041200,7.525357246398926,7.47428560256958,7.451071262359619,7.5328569412231445,6.502955436706543,0.0,0.0
2010-03-05,899620400,7.819643020629883,7.67642879486084,7.6653571128845215,7.846428394317627,6.757259845733643,0.0,0.0
2010-03-08,429889600,7.824285507202148,7.857500076293945,7.794642925262451,7.860357284545898,6.761272430419922,0.0,0.0
2010-03-09,920259200,7.965000152587891,7.796785831451416,7.781785488128662,8.035714149475098,6.882866859436035,0.0,0.0
2010-03-10,596218000,8.029999732971191,7.9939284324646,7.971428394317627,8.052857398986816,6.939037799835205,0.0,0.0
2010-03-11,405700400,8.053571701049805,7.996785640716553,7.975714206695557,8.053571701049805,6.959406852722168,0.0,0.0
2010-03-12,416323600,8.092857360839844,8.120357513427734,8.0625,8.133213996887207,6.993356227874756,0.0,0.0
2010-03-15,493502800,7.994285583496094,8.049285888671875,7.8660712242126465,8.053571701049805,6.908175945281982,0.0,0.0
2010-03-16,446908000,8.016071319580078,8.006428718566895,7.946785926818848,8.03499984741211,6.927001476287842,0.0,0.0
2010-03-17,450956800,8.00428581237793,8.032142639160156,7.973928451538086,8.087499618530273,6.916819095611572,0.0,0.0
2010-03-18,342109600,8.023214340209961,8.003571510314941,7.950356960296631,8.035714149475098,6.933172702789307,0.0,0.0
2010-03-19,559445600,7.9375,8.028214454650879,7.901071548461914,8.044285774230957,6.859105110168457,0.0,0.0
