date,close,open,volume,low,high,adjclose
1987-12-28,824.4000244140625,824.4000244140625,0.0,824.4000244140625,824.4000244140625,824.4000244140625
1987-12-29,810.9000244140625,810.9000244140625,0.0,810.9000244140625,810.9000244140625,810.9000244140625
1987-12-30,823.2000122070312,823.2000122070312,0.0,823.2000122070312,823.2000122070312,823.2000122070312
1988-01-04,833.5999755859375,833.5999755859375,0.0,833.5999755859375,833.5999755859375,833.5999755859375
1988-01-05,879.2999877929688,879.2999877929688,0.0,879.2999877929688,879.2999877929688,879.2999877929688
1988-01-06,906.0,906.0,0.0,906.0,906.0,906.0
1988-01-07,911.5,911.5,0.0,911.5,911.5,911.5
1988-01-08,895.2999877929688,895.2999877929688,0.0,895.2999877929688,895.2999877929688,895.2999877929688
1988-01-11,849.0999755859375,849.0999755859375,0.0,849.0999755859375,849.0999755859375,849.0999755859375
1988-01-12,870.5,870.5,0.0,870.5,870.5,870.5
1988-01-13,853.9000244140625,853.9000244140625,0.0,853.9000244140625,853.9000244140625,853.9000244140625
1988-01-14,861.5999755859375,861.5999755859375,0.0,861.5999755859375,861.5999755859375,861.5999755859375
1988-01-15,869.7999877929688,869.7999877929688,0.0,869.7999877929688,869.7999877929688,869.7999877929688
1988-01-18,917.5999755859375,917.5999755859375,0.0,917.5999755859375,917.5999755859375,917.5999755859375
1988-01-19,912.2000122070312,912.2000122070312,0.0,912.2000122070312,912.2000122070312,912.2000122070312
1988-01-20,924.0999755859375,924.0999755859375,0.0,924.0999755859375,924.0999755859375,924.0999755859375
1988-01-21,909.5999755859375,909.5999755859375,0.0,909.5999755859375,909.5999755859375,909.5999755859375
1988-01-22,904.2000122070312,904.2000122070312,0.0,904.2000122070312,904.2000122070312,904.2000122070312
1988-01-25,908.9000244140625,908.9000244140625,0.0,908.9000244140625,908.9000244140625,908.9000244140625
1988-01-26,907.4000244140625,907.4000244140625,0.0,907.4000244140625,907.4000244140625,907.4000244140625
1988-01-27,897.4000244140625,897.4000244140625,0.0,897.4000244140625,897.4000244140625,897.4000244140625
1988-01-28,903.7000122070312,903.7000122070312,0.0,903.7000122070312,903.7000122070312,903.7000122070312
1988-01-29,908.9000244140625,908.9000244140625,0.0,908.9000244140625,908.9000244140625,908.9000244140625
1988-02-01,892.0,892.0,0.0,892.0,892.0,892.0
1988-02-02,888.2000122070312,888.2000122070312,0.0,888.2000122070312,888.2000122070312,888.2000122070312
1988-02-03,895.5,895.5,0.0,895.5,895.5,895.5
1988-02-04,882.0999755859375,882.0999755859375,0.0,882.0999755859375,882.0999755859375,882.0999755859375
1988-02-05,869.9000244140625,869.9000244140625,0.0,869.9000244140625,869.9000244140625,869.9000244140625
1988-02-08,859.2000122070312,859.2000122070312,0.0,859.2000122070312,859.2000122070312,859.2000122070312
1988-02-09,851.7999877929688,851.7999877929688,0.0,851.7999877929688,851.7999877929688,851.7999877929688
1988-02-10,857.7000122070312,857.7000122070312,0.0,857.7000122070312,857.7000122070312,857.7000122070312
1988-02-11,866.7000122070312,866.7000122070312,0.0,866.7000122070312,866.7000122070312,866.7000122070312
1988-02-12,873.2000122070312,873.2000122070312,0.0,873.2000122070312,873.2000122070312,873.2000122070312
1988-02-15,882.0999755859375,882.0999755859375,0.0,882.0999755859375,882.0999755859375,882.0999755859375
1988-02-16,886.5999755859375,886.5999755859375,0.0,886.5999755859375,886.5999755859375,886.5999755859375
1988-02-19,890.0,890.0,0.0,890.0,890.0,890.0
1988-02-22,901.7000122070312,901.7000122070312,0.0,901.7000122070312,901.7000122070312,901.7000122070312
1988-02-23,894.2000122070312,894.2000122070312,0.0,894.2000122070312,894.2000122070312,894.2000122070312
1988-02-24,892.4000244140625,892.4000244140625,0.0,892.4000244140625,892.4000244140625,892.4000244140625
1988-02-25,889.2000122070312,889.2000122070312,0.0,889.2000122070312,889.2000122070312,889.2000122070312
1988-02-26,888.2000122070312,888.2000122070312,0.0,888.2000122070312,888.2000122070312,888.2000122070312
1988-02-29,888.7999877929688,888.7999877929688,0.0,888.7999877929688,888.7999877929688,888.7999877929688
1988-03-01,890.2999877929688,890.2999877929688,0.0,890.2999877929688,890.2999877929688,890.2999877929688
1988-03-02,892.2999877929688,892.2999877929688,0.0,892.2999877929688,892.2999877929688,892.2999877929688
1988-03-03,912.4000244140625,912.4000244140625,0.0,912.4000244140625,912.4000244140625,912.4000244140625
1988-03-04,920.5999755859375,920.5999755859375,0.0,920.5999755859375,920.5999755859375,920.5999755859375
1988-03-07,915.7000122070312,915.7000122070312,0.0,915.7000122070312,915.7000122070312,915.7000122070312
1988-03-08,917.5999755859375,917.5999755859375,0.0,917.5999755859375,917.5999755859375,917.5999755859375
1988-03-09,932.2999877929688,932.2999877929688,0.0,932.2999877929688,932.2999877929688,932.2999877929688
1988-03-10,938.4000244140625,938.4000244140625,0.0,938.4000244140625,938.4000244140625,938.4000244140625
1988-03-11,940.5999755859375,940.5999755859375,0.0,940.5999755859375,940.5999755859375,940.5999755859375
1988-03-14,948.0,948.0,0.0,948.0,948.0,948.0
1988-03-15,944.0999755859375,944.0999755859375,0.0,944.0999755859375,944.0999755859375,944.0999755859375
1988-03-16,946.5,946.5,0.0,946.5,946.5,946.5
1988-03-17,958.7000122070312,958.7000122070312,0.0,958.7000122070312,958.7000122070312,958.7000122070312
1988-03-18,959.7999877929688,959.7999877929688,0.0,959.7999877929688,959.7999877929688,959.7999877929688
1988-03-21,969.5,969.5,0.0,969.5,969.5,969.5
1988-03-22,957.9000244140625,957.9000244140625,0.0,957.9000244140625,957.9000244140625,957.9000244140625
1988-03-23,961.5,961.5,0.0,961.5,961.5,961.5
1988-03-24,958.5,958.5,0.0,958.5,958.5,958.5
1988-03-25,945.5999755859375,945.5999755859375,0.0,945.5999755859375,945.5999755859375,945.5999755859375
1988-03-28,925.2000122070312,925.2000122070312,0.0,925.2000122070312,925.2000122070312,925.2000122070312
1988-03-29,919.4000244140625,919.4000244140625,0.0,919.4000244140625,919.4000244140625,919.4000244140625
1988-03-30,930.0999755859375,930.0999755859375,0.0,930.0999755859375,930.0999755859375,930.0999755859375
1988-03-31,925.7999877929688,925.7999877929688,0.0,925.7999877929688,925.7999877929688,925.7999877929688
1988-04-05,926.7999877929688,926.7999877929688,0.0,926.7999877929688,926.7999877929688,926.7999877929688
1988-04-06,935.0,935.0,0.0,935.0,935.0,935.0
1988-04-07,946.0,946.0,0.0,946.0,946.0,946.0
1988-04-08,943.0,943.0,0.0,943.0,943.0,943.0
1988-04-11,946.5,946.5,0.0,946.5,946.5,946.5
1988-04-12,946.0999755859375,946.0999755859375,0.0,946.0999755859375,946.0999755859375,946.0999755859375
1988-04-13,955.4000244140625,955.4000244140625,0.0,955.4000244140625,955.4000244140625,955.4000244140625
1988-04-14,957.0999755859375,957.0999755859375,0.0,957.0999755859375,957.0999755859375,957.0999755859375
1988-04-15,933.4000244140625,933.4000244140625,0.0,933.4000244140625,933.4000244140625,933.4000244140625
1988-04-18,930.7000122070312,930.7000122070312,0.0,930.7000122070312,930.7000122070312,930.7000122070312
1988-04-19,930.9000244140625,930.9000244140625,0.0,930.9000244140625,930.9000244140625,930.9000244140625
1988-04-20,938.5,938.5,0.0,938.5,938.5,938.5
1988-04-21,944.5,944.5,0.0,944.5,944.5,944.5
1988-04-22,955.7999877929688,955.7999877929688,0.0,955.7999877929688,955.7999877929688,955.7999877929688
1988-04-25,959.5999755859375,959.5999755859375,0.0,959.5999755859375,959.5999755859375,959.5999755859375
1988-04-26,956.4000244140625,956.4000244140625,0.0,956.4000244140625,956.4000244140625,956.4000244140625
1988-04-27,957.0,957.0,0.0,957.0,957.0,957.0
1988-04-28,961.5,961.5,0.0,961.5,961.5,961.5
1988-04-29,965.4000244140625,965.4000244140625,0.0,965.4000244140625,965.4000244140625,965.4000244140625
1988-05-03,968.9000244140625,968.9000244140625,0.0,968.9000244140625,968.9000244140625,968.9000244140625
1988-05-04,972.7000122070312,972.7000122070312,0.0,972.7000122070312,972.7000122070312,972.7000122070312
1988-05-05,975.7999877929688,975.7999877929688,0.0,975.7999877929688,975.7999877929688,975.7999877929688
1988-05-06,976.0999755859375,976.0999755859375,0.0,976.0999755859375,976.0999755859375,976.0999755859375
1988-05-09,971.9000244140625,971.9000244140625,0.0,971.9000244140625,971.9000244140625,971.9000244140625
1988-05-10,966.7999877929688,966.7999877929688,0.0,966.7999877929688,966.7999877929688,966.7999877929688
1988-05-11,966.2999877929688,966.2999877929688,0.0,966.2999877929688,966.2999877929688,966.2999877929688
1988-05-12,964.5,964.5,0.0,964.5,964.5,964.5
1988-05-13,970.2000122070312,970.2000122070312,0.0,970.2000122070312,970.2000122070312,970.2000122070312
1988-05-16,970.7000122070312,970.7000122070312,0.0,970.7000122070312,970.7000122070312,970.7000122070312
1988-05-18,975.0,975.0,0.0,975.0,975.0,975.0
1988-05-19,964.2999877929688,964.2999877929688,0.0,964.2999877929688,964.2999877929688,964.2999877929688
1988-05-20,965.2999877929688,965.2999877929688,0.0,965.2999877929688,965.2999877929688,965.2999877929688
1988-05-23,956.0,956.0,0.0,956.0,956.0,956.0
1988-05-24,957.0,957.0,0.0,957.0,957.0,957.0
1988-05-25,969.4000244140625,969.4000244140625,0.0,969.4000244140625,969.4000244140625,969.4000244140625
1988-05-26,977.0999755859375,977.0999755859375,0.0,977.0999755859375,977.0999755859375,977.0999755859375
1988-05-27,983.4000244140625,983.4000244140625,0.0,983.4000244140625,983.4000244140625,983.4000244140625
1988-05-31,999.2999877929688,999.2999877929688,0.0,999.2999877929688,999.2999877929688,999.2999877929688
1988-06-01,1006.4000244140625,1006.4000244140625,0.0,1006.4000244140625,1006.4000244140625,1006.4000244140625
1988-06-02,1020.9000244140625,1020.9000244140625,0.0,1020.9000244140625,1020.9000244140625,1020.9000244140625
1988-06-03,1023.9000244140625,1023.9000244140625,0.0,1023.9000244140625,1023.9000244140625,1023.9000244140625
